Q7SZC1	GeneID:379409	XB-GENE-482147	hmgn3.S
Q07192	GeneID:399471	XB-GENE-482155	map2k4.L
Q6DD37	GeneID:446770	XB-GENE-482180	csf3r.L
A0A1L8H6H2	GeneID:380157	XB-GENE-482213	rpl8.S
P41116	GeneID:380157	XB-GENE-482213	rpl8.S
Q5D0C0	GeneID:380157	XB-GENE-482213	rpl8.S
AAO25535	GeneID:399207	XB-GENE-482324	hoxd13.S
Q801F0	GeneID:399207	XB-GENE-482324	hoxd13.S
Q6BE00	GeneID:445001	XB-GENE-482476	fgfrl1.L
O93396	GeneID:398033	XB-GENE-482496	pitx2.L
Q9PWR3	GeneID:398033	XB-GENE-482496	pitx2.L
Q9YHA4	GeneID:398033	XB-GENE-482496	pitx2.L
Q5XH26	GeneID:379061	XB-GENE-482515	smarce1.L
Q8QG95	GeneID:379061	XB-GENE-482515	smarce1.L
A0A1L8HIX1	GeneID:444991	XB-GENE-482532	foxo1.L
Q6EUW2	GeneID:444991	XB-GENE-482532	foxo1.L
Q7ZXI7	GeneID:380180	XB-GENE-482570	nr2f2.L
O93487	GeneID:397704	XB-GENE-482658	zic2.L
Q641A3	GeneID:397704	XB-GENE-482658	zic2.L
Q91689	GeneID:397704	XB-GENE-482658	zic2.L
A0A1L8GFG6	GeneID:380388	XB-GENE-482706	prkacb.S
Q7ZWV0	GeneID:380388	XB-GENE-482706	prkacb.S
A0A1L8GEZ4	GeneID:446541	XB-GENE-482725	e2f4.S
Q6DE14	GeneID:446541	XB-GENE-482725	e2f4.S
A0A1L8EP93	GeneID:399267	XB-GENE-482735	hoxd1.S
Q08820	GeneID:399267	XB-GENE-482735	hoxd1.S
Q3KQ36	GeneID:399267	XB-GENE-482735	hoxd1.S
Q91767	GeneID:399267	XB-GENE-482735	hoxd1.S
Q91772	GeneID:399267	XB-GENE-482735	hoxd1.S
A0A1L8G4D9	GeneID:496376	XB-GENE-482744	pax3.S
A0A1L8G4I1	GeneID:496376	XB-GENE-482744	pax3.S
Q32NL3	GeneID:496376	XB-GENE-482744	pax3.S
Q5UCU1	GeneID:496376	XB-GENE-482744	pax3.S
Q645N4	GeneID:496376	XB-GENE-482744	pax3.S
A0A1L8FE96	GeneID:380246	XB-GENE-482754	cdk1.S
P35567	GeneID:380246	XB-GENE-482754	cdk1.S
Q5D0B3	GeneID:380246	XB-GENE-482754	cdk1.S
A0A1L8F7A0	GeneID:380412	XB-GENE-482791	cdx4.L
Q91542	GeneID:380412	XB-GENE-482791	cdx4.L
Q8UUZ3	GeneID:380389	XB-GENE-482845	mmp2.S
Q6DJG3	GeneID:446320	XB-GENE-482870	prl.1.L
Q860P5	GeneID:380408	XB-GENE-482980	prrc2a.L
Q91703	GeneID:397874	XB-GENE-483062	bmp4.L
Q66J29	GeneID:399290	XB-GENE-483089	nr3c2.L
Q91573	GeneID:399290	XB-GENE-483089	nr3c2.L
P37234	GeneID:397769	XB-GENE-483140	pparg.L
A0A1L8G9P4	GeneID:779122	XB-GENE-483178	pou3f2.L
B1H1P3	GeneID:779122	XB-GENE-483178	pou3f2.L
P70030	GeneID:779122	XB-GENE-483178	pou3f2.L
Q6IP58	GeneID:779122	XB-GENE-483178	pou3f2.L
A0A1L8FR88	GeneID:398250	XB-GENE-483246	hoxa11.S
A0A1L8FW43	GeneID:398250	XB-GENE-483246	hoxa11.S
Q4JQQ1	GeneID:733315	XB-GENE-483301	tank.L
A0A1L8HHM7	GeneID:373674	XB-GENE-483319	nr4a1.L
Q04913	GeneID:373674	XB-GENE-483319	nr4a1.L
Q6INY4	GeneID:373674	XB-GENE-483319	nr4a1.L
Q0IH85	GeneID:398205	XB-GENE-483348	ruvbl2.L
Q9DE27	GeneID:398205	XB-GENE-483348	ruvbl2.L
A0A1L8EYH9	GeneID:733339	XB-GENE-483413	pkd1.L
P40650	GeneID:399440	XB-GENE-483422	sox11.S
Q6NRN8	GeneID:399440	XB-GENE-483422	sox11.S
Q9PSW7	GeneID:399440	XB-GENE-483422	sox11.S
A0A1L8FYH4	GeneID:379560	XB-GENE-483449	twsg1.L
Q9I8M9	GeneID:379560	XB-GENE-483449	twsg1.L
A0A1L8EYT6	GeneID:108701683	XB-GENE-483479	rasd1.L
A0A1L8FLY7	GeneID:379079	XB-GENE-483504	eno1.L
Q8AVT0	GeneID:379079	XB-GENE-483504	eno1.L
Q6PA99	GeneID:398880	XB-GENE-483568	rab7a.L
P06298	GeneID:380532	XB-GENE-483707	pomc.L
P87464	GeneID:380532	XB-GENE-483707	pomc.L
Q91824	GeneID:380532	XB-GENE-483707	pomc.L
Q9PU10	GeneID:380532	XB-GENE-483707	pomc.L
Q4V862	GeneID:735101	XB-GENE-483725	cdk9.S
A0A1L8EX17	GeneID:378787	XB-GENE-483735	fzd7.L
Q8AVJ9	GeneID:378787	XB-GENE-483735	fzd7.L
Q9IB13	GeneID:378787	XB-GENE-483735	fzd7.L
Q9PUK8	GeneID:378787	XB-GENE-483735	fzd7.L
Q9PWN7	GeneID:378787	XB-GENE-483735	fzd7.L
Q9W703	GeneID:378787	XB-GENE-483735	fzd7.L
Q9W743	GeneID:378787	XB-GENE-483735	fzd7.L
Q6DDJ0	GeneID:446697	XB-GENE-483754	jak1.S
A0A1L8HKM3	GeneID:443783	XB-GENE-483836	maea.S
Q6GR10	GeneID:443783	XB-GENE-483836	maea.S
Q91882	GeneID:399454	XB-GENE-483908	acvr1b.S
Q6AX29	GeneID:447262	XB-GENE-483964	kcnj1.L
Q8AVH9	GeneID:380045	XB-GENE-484007	ppp2cal.S
A0A1L8F8Y4	GeneID:379783	XB-GENE-484172	akt2.L
Q7ZX15	GeneID:379783	XB-GENE-484172	akt2.L
A0A1L8GUC2	GeneID:398176	XB-GENE-484201	nap1l1.S
Q4U0Y3	GeneID:398176	XB-GENE-484201	nap1l1.S
Q4U0Y4	GeneID:398176	XB-GENE-484201	nap1l1.S
Q6NUD1	GeneID:398176	XB-GENE-484201	nap1l1.S
Q9I8H9	GeneID:398176	XB-GENE-484201	nap1l1.S
P27041	GeneID:399277	XB-GENE-484252	acvr2b.L
A0A1L8F810	GeneID:446334	XB-GENE-484336	fgf13.L
A6P7H5	GeneID:446334	XB-GENE-484336	fgf13.L
A6P7H6	GeneID:446334	XB-GENE-484336	fgf13.L
Q6DFL4	GeneID:446334	XB-GENE-484336	fgf13.L
Q7ZTK1	GeneID:380466	XB-GENE-484361	slc30a1.L
Q7T0W2	GeneID:380592	XB-GENE-484420	slc22a5.L
B7ZQY3	GeneID:397765	XB-GENE-484499	pdgfa.S
P13698	GeneID:397765	XB-GENE-484499	pdgfa.S
P79888	GeneID:380052	XB-GENE-484615	amd1.L
Q5D0C5	GeneID:380052	XB-GENE-484615	amd1.L
Q75NJ7	GeneID:407843	XB-GENE-484699	fshb.L
A0A1L8G8Q2	GeneID:444386	XB-GENE-484809	tcf21.L
Q6GNB7	GeneID:444386	XB-GENE-484809	tcf21.L
A0A1L8F2T2	GeneID:399335	XB-GENE-484819	sox3.S
A7VJ96	GeneID:399335	XB-GENE-484819	sox3.S
P40648	GeneID:399335	XB-GENE-484819	sox3.S
P55863	GeneID:399335	XB-GENE-484819	sox3.S
Q6INQ2	GeneID:399335	XB-GENE-484819	sox3.S
A0A1L8HC62	GeneID:446579	XB-GENE-484939	gpr89b.L
Q6DDW6	GeneID:446579	XB-GENE-484939	gpr89b.L
A0A1L8F033	GeneID:399170	XB-GENE-484957	akt1.S
Q98TY9	GeneID:399170	XB-GENE-484957	akt1.S
Q9I8H8	GeneID:399386	XB-GENE-485020	rala.L
Q8QGW5	GeneID:380122	XB-GENE-485039	klf2.S
A0A1L8EVF8	GeneID:399201	XB-GENE-485077	igfbp5.L
Q90WV8	GeneID:399201	XB-GENE-485077	igfbp5.L
Q7ZXM6	GeneID:380355	XB-GENE-485151	sfrp2.S
Q6P6Z2	GeneID:399032	XB-GENE-485208	hoxd10.L
A0A1L8FAB9	GeneID:432013	XB-GENE-485224	otx2.L
Q6DKN2	GeneID:432013	XB-GENE-485224	otx2.L
A0A1L8ESQ6	GeneID:398679	XB-GENE-485256	sall4.L
AAP97930	GeneID:398679	XB-GENE-485256	sall4.L
Q7T184	GeneID:398679	XB-GENE-485256	sall4.L
Q5EY91	GeneID:733169	XB-GENE-485265	myocd.L
A0A1L8G6G5	GeneID:399348	XB-GENE-485331	prox1.L
Q9DGF4	GeneID:399348	XB-GENE-485331	prox1.L
A0A1L8F3W8	GeneID:379219	XB-GENE-485341	meis3.S
A0A1L8F3Y6	GeneID:379219	XB-GENE-485341	meis3.S
Q2VPN5	GeneID:379219	XB-GENE-485341	meis3.S
Q7ZY13	GeneID:379219	XB-GENE-485341	meis3.S
B7ZPG5	GeneID:394310	XB-GENE-485445	pitx1.L
Q9DEN6	GeneID:394310	XB-GENE-485445	pitx1.L
Q9IA98	GeneID:394310	XB-GENE-485445	pitx1.L
Q9W751	GeneID:394310	XB-GENE-485445	pitx1.L
Q7ZTM3	GeneID:380297	XB-GENE-485471	slc7a8.L
A2BDA1	GeneID:399461	XB-GENE-485511	cdk7.L
P20911	GeneID:399461	XB-GENE-485511	cdk7.L
P02827	GeneID:398343	XB-GENE-485630	hsp70.L
Q5USC3	GeneID:407753	XB-GENE-485647	mmp14.L
Q6PAX5	GeneID:398842	XB-GENE-485656	hnf1b.L
Q7ZZX6	GeneID:398592	XB-GENE-485786	mapk12.S
A0JMS5	GeneID:100381176	XB-GENE-485796	hoxd9.S
Q66J55	GeneID:399252	XB-GENE-485811	hdac2.S
A0A1L8GTD6	GeneID:399448	XB-GENE-485877	pkm.S
A0A1L8GTF7	GeneID:399448	XB-GENE-485877	pkm.S
Q68FC1	GeneID:399448	XB-GENE-485877	pkm.S
Q92122	GeneID:399448	XB-GENE-485877	pkm.S
Q90ZB5	GeneID:399164	XB-GENE-485979	tcf7l2.L
Q9YGH7	GeneID:380560	XB-GENE-486018	bmp7.1.L
B7ZRH8	GeneID:398183	XB-GENE-486166	pitx3.L
Q9DF51	GeneID:398183	XB-GENE-486166	pitx3.L
Q9I8K3	GeneID:398183	XB-GENE-486166	pitx3.L
A0A1L8I2C7	GeneID:399282	XB-GENE-486300	fst.L
P31515	GeneID:399282	XB-GENE-486300	fst.L
Q5D032	GeneID:399282	XB-GENE-486300	fst.L
Q91376	GeneID:399282	XB-GENE-486300	fst.L
Q6GR29	GeneID:399158	XB-GENE-486365	ruvbl1.S
Q9DE26	GeneID:399158	XB-GENE-486365	ruvbl1.S
ABQ45532	GeneID:446726	XB-GENE-486476	slc5a5.L
Q6DDF5	GeneID:446726	XB-GENE-486476	slc5a5.L
Q5EY87	GeneID:733170	XB-GENE-486580	grhl1.L
A0A1L8FJY5	GeneID:379520	XB-GENE-486805	pax2.L
O57677	GeneID:379520	XB-GENE-486805	pax2.L
O57680	GeneID:379520	XB-GENE-486805	pax2.L
O57681	GeneID:379520	XB-GENE-486805	pax2.L
O57684	GeneID:379520	XB-GENE-486805	pax2.L
O57685	GeneID:379520	XB-GENE-486805	pax2.L
Q7SZU4	GeneID:379520	XB-GENE-486805	pax2.L
AAP46167	GeneID:403370	XB-GENE-486869	gps2.L
Q4QR41	GeneID:403370	XB-GENE-486869	gps2.L
AAO25534	GeneID:399206	XB-GENE-486919	hoxc10.L
Q6AZT8	GeneID:399206	XB-GENE-486919	hoxc10.L
Q801Q4	GeneID:380465	XB-GENE-486929	rrm2.2.L
B7ZPK6	GeneID:100101279	XB-GENE-487006	fgf2.L
P12226	GeneID:100101279	XB-GENE-487006	fgf2.L
Q7ZYC2	GeneID:380215	XB-GENE-487128	xbp1.L
Q5Y820	GeneID:496381	XB-GENE-487182	nppb.L
A1A5I6	GeneID:380441	XB-GENE-487204	ctnnb1.S
Q7ZX35	GeneID:380441	XB-GENE-487204	ctnnb1.S
A0A1L8GZH7	GeneID:380067	XB-GENE-487224	net1.L
A0A1L8GZP8	GeneID:380067	XB-GENE-487224	net1.L
Q8AVF7	GeneID:380067	XB-GENE-487224	net1.L
Q7ZWZ9	GeneID:379875	XB-GENE-487283	dnm1l.L
A0A1L8FAN2	GeneID:100125667	XB-GENE-487356	foxa1.L
A1A5K1	GeneID:100125667	XB-GENE-487356	foxa1.L
Q6LD29	GeneID:100125667	XB-GENE-487356	foxa1.L
Q03414	GeneID:380452	XB-GENE-487398	mef2a.L
Q7ZX04	GeneID:380452	XB-GENE-487398	mef2a.L
Q9PSD9	GeneID:380452	XB-GENE-487398	mef2a.L
A0A1L8GSL5	GeneID:108712854	XB-GENE-487408	arnt2.S
B5DE47	GeneID:100190780	XB-GENE-487424	smo.L
Q76BK2	GeneID:399041	XB-GENE-487452	mif.L
Q6GR12	GeneID:443781	XB-GENE-487462	gata4.L
Q9DFG3	GeneID:398187	XB-GENE-487485	nkx2-4.L
AAQ94195	GeneID:380097	XB-GENE-487503	hhip.L
Q69GM1	GeneID:380097	XB-GENE-487503	hhip.L
Q7ZWL5	GeneID:380097	XB-GENE-487503	hhip.L
Q6DDJ9	GeneID:493575	XB-GENE-487587	pdgfb.S
P70033	GeneID:399304	XB-GENE-487596	nr6a1.S
Q8JG52	GeneID:399304	XB-GENE-487596	nr6a1.S
Q5EC15	GeneID:503510	XB-GENE-487606	nog2.L
Q58QC3	GeneID:734213	XB-GENE-487815	nphs1.S
A0A1L8HG63	GeneID:108708306	XB-GENE-487913	rbbp7.L
Q8AVH1	GeneID:108708306	XB-GENE-487913	rbbp7.L
Q9YH65	GeneID:108707356	XB-GENE-488018	aqp3.S
Q9DEZ1	GeneID:373836	XB-GENE-488091	hoxa2.L
Q6NU49	GeneID:414533	XB-GENE-488203	socs3.L
A0A1L8GDK8	GeneID:397791	XB-GENE-488506	mdk.S
P48530	GeneID:397791	XB-GENE-488506	mdk.S
Q32N64	GeneID:397791	XB-GENE-488506	mdk.S
Q91547	GeneID:397791	XB-GENE-488506	mdk.S
Q91676	GeneID:397791	XB-GENE-488506	mdk.S
A0A1L8EMY5	GeneID:432115	XB-GENE-488762	h3-3b.S
Q05AX9	GeneID:432115	XB-GENE-488762	h3-3b.S
Q6PI79	GeneID:432115	XB-GENE-488762	h3-3b.S
Q4QR37	GeneID:397934	XB-GENE-488983	fscn1.L
Q91837	GeneID:397934	XB-GENE-488983	fscn1.L
A0A1L8G0M2	GeneID:734239	XB-GENE-489002	actr2.S
82209499	GeneID:734239	XB-GENE-489002	actr2.S
Q7ZTP2	GeneID:734239	XB-GENE-489002	actr2.S
Q58E25	GeneID:734382	XB-GENE-489012	rac1.L
Q6PF31	GeneID:379665	XB-GENE-489022	rab35l.S
Q498G9	GeneID:734719	XB-GENE-489031	rap2c.L
A0A1L8I0B0	GeneID:397793	XB-GENE-489145	hnrnpc.L
P19600	GeneID:397793	XB-GENE-489145	hnrnpc.L
Q6GR47	GeneID:397793	XB-GENE-489145	hnrnpc.L
AAQ13676	GeneID:403375	XB-GENE-489321	pkp3.S
Q71TY4	GeneID:403375	XB-GENE-489321	pkp3.S
Q7ZY92	GeneID:379773	XB-GENE-489330	cnmd.L
Q6NU15	GeneID:398496	XB-GENE-489401	jup.L
Q6GR55	GeneID:398138	XB-GENE-489582	pacsin2.S
Q9DDA9	GeneID:398138	XB-GENE-489582	pacsin2.S
Q7ZTJ1	GeneID:379887	XB-GENE-489638	slc25a3.L
Q8AVZ3	GeneID:379745	XB-GENE-489662	lmnb1.L
A0A1L8FAU4	GeneID:414479	XB-GENE-489815	rasgrp1.L
Q6NTL4	GeneID:414479	XB-GENE-489815	rasgrp1.L
Q7ZX73	GeneID:380430	XB-GENE-489824	src.L
P13116	GeneID:380430	XB-GENE-489824	src.L
Q6GM52	GeneID:399423	XB-GENE-489856	rab18.S
Q9YGC3	GeneID:100192360	XB-GENE-489921	cxcr4.L
Q7ZY43	GeneID:379922	XB-GENE-489959	rangap1.L
Q5U507	GeneID:495404	XB-GENE-490003	rab3a.L
A1L2T2	GeneID:100036943	XB-GENE-490059	tuba8.S
Q7ZXV0	GeneID:379817	XB-GENE-490164	kitlg.L
A0A1L8HVG4	GeneID:734194	XB-GENE-490228	shroom3.L
Q27IV2	GeneID:734194	XB-GENE-490228	shroom3.L
A5D8L7	GeneID:100125666	XB-GENE-490382	msx1.L
Q640G6	GeneID:494677	XB-GENE-490395	rab3d.S
A1DPL3	GeneID:380108	XB-GENE-490414	arpc1b.L
Q7ZXD5	GeneID:380108	XB-GENE-490414	arpc1b.L
A0A1L8G5N5	GeneID:496237	XB-GENE-490424	dnajc27.S
Q5M7D1	GeneID:496237	XB-GENE-490424	dnajc27.S
Q6IML2	GeneID:496237	XB-GENE-490424	dnajc27.S
Q6DDJ4	GeneID:446693	XB-GENE-490457	tubgcp2.L
Q6DE18	GeneID:446537	XB-GENE-490528	arpc5l.L
Q8AVW7	GeneID:379808	XB-GENE-490549	capzb.S
Q4KLU4	GeneID:735138	XB-GENE-490591	klf5.S
Q7ZWX7	GeneID:380152	XB-GENE-490821	srsf3.S
Q6DDY0	GeneID:503672	XB-GENE-490905	flrt3.L
Q6DCJ4	GeneID:447015	XB-GENE-490939	mak.L
Q7ZX44	GeneID:380136	XB-GENE-490949	txndc5.L
P51989	GeneID:380082	XB-GENE-490997	hnrnpa2b1.S
Q7ZWV4	GeneID:380082	XB-GENE-490997	hnrnpa2b1.S
AAP82925	GeneID:398676	XB-GENE-491025	sst.1.S
Q7T1N3	GeneID:398676	XB-GENE-491025	sst.1.S
A1A5J8	GeneID:399241	XB-GENE-491108	smarcd1.L
Q7ZYI7	GeneID:380121	XB-GENE-491143	stam2.S
Q8AVV4	GeneID:379824	XB-GENE-491178	rab11b.S
Q569Z2	GeneID:734395	XB-GENE-491342	xpo7.L
Q9PUT6	GeneID:399142	XB-GENE-491437	pten.L
Q6AZS2	GeneID:398420	XB-GENE-491484	eed.S
Q8AV63	GeneID:398420	XB-GENE-491484	eed.S
Q8AV64	GeneID:398420	XB-GENE-491484	eed.S
Q90YL5	GeneID:398420	XB-GENE-491484	eed.S
Q8AYP1	GeneID:398135	XB-GENE-491557	mbd3.S
Q8AYP2	GeneID:398135	XB-GENE-491557	mbd3.S
Q9PUM8	GeneID:398135	XB-GENE-491557	mbd3.S
A0A1L8F917	GeneID:108698647	XB-GENE-491585	hnrnpl.L
Q7ZX51	GeneID:380438	XB-GENE-491612	yars1.S
Q7ZTN3	GeneID:380341	XB-GENE-491658	pon2.L
Q8AVD9	GeneID:379891	XB-GENE-491690	slc25a1.L
AAP69824	GeneID:379683	XB-GENE-491737	rbm12.L
Q6PCK5	GeneID:379683	XB-GENE-491737	rbm12.L
Q6DJH8	GeneID:446316	XB-GENE-491906	actr1a.L
Q6DD31	GeneID:446775	XB-GENE-491924	hpca.S
Q6IP22	GeneID:432314	XB-GENE-491942	acta1.S
Q599H7	GeneID:734204	XB-GENE-491969	lox.L
A0A1L8EWU9	GeneID:398242	XB-GENE-492039	bard1.L
Q90X95	GeneID:398242	XB-GENE-492039	bard1.L
Q7ZYE5	GeneID:380186	XB-GENE-492100	rheb.L
Q6PGS0	GeneID:379611	XB-GENE-492170	ssr1.L
Q6DD16	GeneID:446785	XB-GENE-492230	rbm39.L
A0A1L8FW19	GeneID:399208	XB-GENE-492319	cbx3.L
AAO39117	GeneID:399208	XB-GENE-492319	cbx3.L
Q802A8	GeneID:399208	XB-GENE-492319	cbx3.L
Q7ZXH5	GeneID:379908	XB-GENE-492329	tra2a.L
Q6GNQ0	GeneID:444298	XB-GENE-492438	cttn.L
Q2V730	GeneID:733430	XB-GENE-492538	adam17.L
Q5U261	GeneID:495679	XB-GENE-492604	adamts1.L
A0A1L8HN75	GeneID:379484	XB-GENE-492785	cirbp.S
Q9DED4	GeneID:379484	XB-GENE-492785	cirbp.S
Q8AVV0	GeneID:379832	XB-GENE-492860	sf3a2.S
B7ZR64	GeneID:398011	XB-GENE-492927	vax2.L
Q9PU20	GeneID:398011	XB-GENE-492927	vax2.L
Q6IRB9	GeneID:779120	XB-GENE-493141	fubp1.L
Q8AX84	GeneID:779120	XB-GENE-493141	fubp1.L
A0A1L8FA08	GeneID:380055	XB-GENE-493160	ckb.L
Q8AVH2	GeneID:380055	XB-GENE-493160	ckb.L
A0A1L8FVR5	GeneID:380419	XB-GENE-493268	col1a2.L
Q801M5	GeneID:380419	XB-GENE-493268	col1a2.L
B1WBB7	GeneID:100158419	XB-GENE-493321	khsrp.L
Q7ZYR5	GeneID:380019	XB-GENE-493418	arfgap3.S
Q6DCU5	GeneID:446849	XB-GENE-493489	il10rb.S
Q8AVI4	GeneID:380042	XB-GENE-493506	shoc2.S
A0A1L8GMH2	GeneID:379411	XB-GENE-493544	magoh.L
O42149	GeneID:379411	XB-GENE-493544	magoh.L
Q6B0K3	GeneID:379411	XB-GENE-493544	magoh.L
Q7ZYQ9	GeneID:379765	XB-GENE-493632	ckm.L
Q6NS13	GeneID:414292	XB-GENE-493700	rap2b.S
A0A1L8GNT3	GeneID:380037	XB-GENE-493737	eif3l.L
Q8AVJ0	GeneID:380037	XB-GENE-493737	eif3l.L
A0A1L8HRX9	GeneID:399118	XB-GENE-493780	mbd2.S
Q8AYT1	GeneID:399118	XB-GENE-493780	mbd2.S
Q5MPF8	GeneID:398148	XB-GENE-493814	atm.L
Q7ZYD6	GeneID:380189	XB-GENE-493878	fbxw2.L
